building_id,timestamp,energy_kwh
779,2023-01-01 01:01:00,212.79950132090204
435,2023-01-01 01:02:00,99.65087748987312
335,2023-01-01 01:03:00,53.84587988741151
684,2023-01-01 01:04:00,64.925048778123
558,2023-01-01 01:05:00,157.36418569065074
519,2023-01-01 01:06:00,164.7613028007506
699,2023-01-01 01:07:00,274.506417557952
541,2023-01-01 01:08:00,255.5288634974656
590,2023-01-01 01:09:00,281.406919522534
140,2023-01-01 01:10:00,352.9544742471538
987,2023-01-01 01:11:00,458.04739366582976
609,2023-01-01 01:12:00,43.027222957508535
283,2023-01-01 01:13:00,265.0291743839444
920,2023-01-01 01:14:00,233.77621976572982
982,2023-01-01 01:15:00,69.21600366093934
864,2023-01-01 01:16:00,200.65366700658723
749,2023-01-01 01:17:00,109.81726606348131
978,2023-01-01 01:18:00,119.97992182049673
518,2023-01-01 01:19:00,45.111655802168215
894,2023-01-01 01:20:00,442.9718658454454
851,2023-01-01 01:21:00,228.06509231098315
787,2023-01-01 01:22:00,286.92988961010155
759,2023-01-01 01:23:00,180.27335882384253
476,2023-01-01 01:24:00,53.19048083072642
255,2023-01-01 01:25:00,312.2522597132216
576,2023-01-01 01:26:00,367.6998225682391
482,2023-01-01 01:27:00,124.66129855661318
870,2023-01-01 01:28:00,315.62581588010437
669,2023-01-01 01:29:00,312.54705977398316
780,2023-01-01 01:30:00,310.0632448877677
911,2023-01-01 01:31:00,364.77167691553035
826,2023-01-01 01:32:00,428.56323859551014
289,2023-01-01 01:33:00,347.41386687612396
184,2023-01-01 01:34:00,143.88511930342523
51,2023-01-01 01:35:00,497.7582603359728
170,2023-01-01 01:36:00,145.83728782735466
934,2023-01-01 01:37:00,256.35500757519446
401,2023-01-01 01:38:00,157.63749184264267
172,2023-01-01 01:39:00,303.7612301553161
795,2023-01-01 01:40:00,217.47016994484142
438,2023-01-01 01:41:00,300.95584313194445
799,2023-01-01 01:42:00,293.882228362242
290,2023-01-01 01:43:00,157.5429007702694
996,2023-01-01 01:44:00,216.36248388741927
555,2023-01-01 01:45:00,308.95800352387863
36,2023-01-01 01:46:00,443.82592239711585
346,2023-01-01 01:47:00,83.20490525397014
846,2023-01-01 01:48:00,124.11368550084424
765,2023-01-01 01:49:00,350.8476484132137
390,2023-01-01 01:50:00,202.417956320649
385,2023-01-01 01:51:00,297.1510832215918
406,2023-01-01 01:52:00,224.4352334685026
147,2023-01-01 01:53:00,172.05571889830117
459,2023-01-01 01:54:00,298.90594175833326
694,2023-01-01 01:55:00,255.6245427227364
256,2023-01-01 01:56:00,476.21252658481916
876,2023-01-01 01:57:00,130.6415659519496
936,2023-01-01 01:58:00,29.065607638756582
52,2023-01-01 01:59:00,48.04297612837935
609,2023-01-01 02:00:00,87.93625234749217
682,2023-01-01 02:01:00,139.20607146466594
455,2023-01-01 02:02:00,71.92942856993963
99,2023-01-01 02:03:00,497.13929953566395
844,2023-01-01 02:04:00,213.20810888759752
920,2023-01-01 02:05:00,150.4076428516202
492,2023-01-01 02:06:00,286.1441808057293
929,2023-01-01 02:07:00,59.443637872919375
994,2023-01-01 02:08:00,77.51176425385343
571,2023-01-01 02:09:00,303.6309395279068
273,2023-01-01 02:10:00,305.0954999524864
865,2023-01-01 02:11:00,271.55773656767695
989,2023-01-01 02:12:00,27.633365878398205
330,2023-01-01 02:13:00,18.417821914971228
543,2023-01-01 02:14:00,69.28859596016561
788,2023-01-01 02:15:00,312.70436856121034
86,2023-01-01 02:16:00,405.89587037977304
363,2023-01-01 02:17:00,132.87637085125166
316,2023-01-01 02:18:00,94.63203116243885
834,2023-01-01 02:19:00,452.39025389509493
413,2023-01-01 02:20:00,263.6971736037027
130,2023-01-01 02:21:00,316.00934919694157
232,2023-01-01 02:22:00,437.3713768004817
156,2023-01-01 02:23:00,296.1536240116711
411,2023-01-01 02:24:00,159.13651654935498
75,2023-01-01 02:25:00,225.8288895648194
113,2023-01-01 02:26:00,284.06404434834394
191,2023-01-01 02:27:00,442.3089596001664
541,2023-01-01 02:28:00,309.3706171522063
444,2023-01-01 02:29:00,303.66320699925296
552,2023-01-01 02:30:00,263.45638940110734
325,2023-01-01 02:31:00,384.0444895095747
182,2023-01-01 02:32:00,353.2133023943943
185,2023-01-01 02:33:00,204.68134656531092
53,2023-01-01 02:34:00,151.39883920322612
520,2023-01-01 02:35:00,249.32896811095657
660,2023-01-01 02:36:00,195.64968051450677
263,2023-01-01 02:37:00,179.71269005475764
297,2023-01-01 02:38:00,161.86442562189163
177,2023-01-01 02:39:00,417.0934052349767
484,2023-01-01 02:40:00,53.47183826883736
635,2023-01-01 02:41:00,233.34782409996723
602,2023-01-01 02:42:00,416.2702625130921
670,2023-01-01 02:43:00,62.714573310680606
926,2023-01-01 02:44:00,28.76954348579701
837,2023-01-01 02:45:00,362.48407660773955
977,2023-01-01 02:46:00,80.55990408008375
172,2023-01-01 02:47:00,269.16693638694284
789,2023-01-01 02:48:00,193.76656467188772
370,2023-01-01 02:49:00,79.9050855038651
929,2023-01-01 02:50:00,165.34490937217925
261,2023-01-01 02:51:00,289.83440356962274
743,2023-01-01 02:52:00,111.46526754440065
502,2023-01-01 02:53:00,14.443047609556949
450,2023-01-01 02:54:00,207.95384268640873
164,2023-01-01 02:55:00,466.8835237689509
937,2023-01-01 02:56:00,260.55015714532215
404,2023-01-01 02:57:00,470.49139347424455
11,2023-01-01 02:58:00,384.5911401380469
254,2023-01-01 02:59:00,217.7977791349337
823,2023-01-01 03:00:00,73.32084955484575
733,2023-01-01 03:01:00,322.42557900894604
422,2023-01-01 03:02:00,306.386856438448
517,2023-01-01 03:03:00,251.7075723836699
235,2023-01-01 03:04:00,427.727702327261
89,2023-01-01 03:05:00,173.31380695658038
775,2023-01-01 03:06:00,213.73676760481797
894,2023-01-01 03:07:00,13.616216860538552
882,2023-01-01 03:08:00,286.7561419640695
383,2023-01-01 03:09:00,284.7511291643285
514,2023-01-01 03:10:00,441.096275490652
325,2023-01-01 03:11:00,20.234154519596537
855,2023-01-01 03:12:00,93.72839917295579
702,2023-01-01 03:13:00,67.71760156668664
666,2023-01-01 03:14:00,305.30275933600825
253,2023-01-01 03:15:00,355.3109216397859
585,2023-01-01 03:16:00,365.2419151336533
89,2023-01-01 03:17:00,21.143504347096467
673,2023-01-01 03:18:00,158.21111024321695
916,2023-01-01 03:19:00,375.9311734500857
587,2023-01-01 03:20:00,212.44155837341992
843,2023-01-01 03:21:00,240.29333353852147
234,2023-01-01 03:22:00,294.36171967347246
407,2023-01-01 03:23:00,171.68052366420181
297,2023-01-01 03:24:00,316.59706753405004
146,2023-01-01 03:25:00,305.5885007992428
111,2023-01-01 03:26:00,250.33894599838996
199,2023-01-01 03:27:00,289.15125690865233
815,2023-01-01 03:28:00,16.211464115513085
255,2023-01-01 03:29:00,87.13750216667269
207,2023-01-01 03:30:00,211.86197055465126
932,2023-01-01 03:31:00,439.6713792751668
690,2023-01-01 03:32:00,11.26868725329311
392,2023-01-01 03:33:00,113.32523399926646
88,2023-01-01 03:34:00,87.16914127399855
910,2023-01-01 03:35:00,50.50474907004247
572,2023-01-01 03:36:00,348.66918088935194
251,2023-01-01 03:37:00,462.935516150174
652,2023-01-01 03:38:00,264.1668849187364
785,2023-01-01 03:39:00,411.5328188534752
840,2023-01-01 03:40:00,413.9363919897124
76,2023-01-01 03:41:00,218.53667360792068
724,2023-01-01 03:42:00,89.96425318610127
848,2023-01-01 03:43:00,271.1313079594718
648,2023-01-01 03:44:00,335.1525176069931
744,2023-01-01 03:45:00,295.7546465008774
190,2023-01-01 03:46:00,285.4246680264756
56,2023-01-01 03:47:00,91.68606707632732
242,2023-01-01 03:48:00,290.1523943266135
904,2023-01-01 03:49:00,330.5509001156634
681,2023-01-01 03:50:00,134.24647300851944
193,2023-01-01 03:51:00,200.21609522086013
432,2023-01-01 03:52:00,442.5604836855602
735,2023-01-01 03:53:00,313.75064540461665
39,2023-01-01 03:54:00,400.5273650920956
350,2023-01-01 03:55:00,114.50916701084172
667,2023-01-01 03:56:00,84.73633836432363
248,2023-01-01 03:57:00,340.5576595551003
287,2023-01-01 03:58:00,256.6202182743317
579,2023-01-01 03:59:00,211.7464396915776
205,2023-01-01 04:00:00,197.24932074852538
299,2023-01-01 04:01:00,79.85330037763602
906,2023-01-01 04:02:00,271.63612713472986
548,2023-01-01 04:03:00,393.0455541815598
268,2023-01-01 04:04:00,471.45301608126977
613,2023-01-01 04:05:00,267.7228122628
318,2023-01-01 04:06:00,199.93431539530795
850,2023-01-01 04:07:00,116.7060234893707
828,2023-01-01 04:08:00,202.09926961888868
194,2023-01-01 04:09:00,226.66274378966244
204,2023-01-01 04:10:00,34.09338532830219
398,2023-01-01 04:11:00,72.09559953832587
733,2023-01-01 04:12:00,317.5660398394211
642,2023-01-01 04:13:00,55.28535716284492
723,2023-01-01 04:14:00,119.66747287571954
519,2023-01-01 04:15:00,246.90901516851073
406,2023-01-01 04:16:00,120.42937327160362
732,2023-01-01 04:17:00,52.550422650071745
881,2023-01-01 04:18:00,234.54108947667422
668,2023-01-01 04:19:00,262.38771886487496
772,2023-01-01 04:20:00,436.20290952070184
261,2023-01-01 04:21:00,402.14044369010145
63,2023-01-01 04:22:00,51.35337145497979
133,2023-01-01 04:23:00,304.54097611094033
76,2023-01-01 04:24:00,469.33248790628005
749,2023-01-01 04:25:00,354.7059926413956
287,2023-01-01 04:26:00,42.43319916361937
381,2023-01-01 04:27:00,493.6961232238481
487,2023-01-01 04:28:00,463.44853261219384
688,2023-01-01 04:29:00,411.6401360581906
718,2023-01-01 04:30:00,72.66146960158252
429,2023-01-01 04:31:00,309.48997338227343
792,2023-01-01 04:32:00,34.37429485958454
878,2023-01-01 04:33:00,376.4658566539628
124,2023-01-01 04:34:00,129.23979555658366
976,2023-01-01 04:35:00,468.15922502147174
350,2023-01-01 04:36:00,472.15885758266893
811,2023-01-01 04:37:00,279.84963388235275
330,2023-01-01 04:38:00,68.75842354603384
13,2023-01-01 04:39:00,122.33189244144172
824,2023-01-01 04:40:00,236.87698015229665
871,2023-01-01 04:41:00,96.73175597483235
810,2023-01-01 04:42:00,350.7857370571305
262,2023-01-01 04:43:00,91.36305899422064
871,2023-01-01 04:44:00,339.8835673102737
658,2023-01-01 04:45:00,446.92512816823427
428,2023-01-01 04:46:00,365.27115136009496
506,2023-01-01 04:47:00,485.930132456606
847,2023-01-01 04:48:00,126.55516640180515
559,2023-01-01 04:49:00,81.21227591666413
557,2023-01-01 04:50:00,485.35842956653806
354,2023-01-01 04:51:00,234.26453304657963
307,2023-01-01 04:52:00,260.11382688602515
69,2023-01-01 04:53:00,203.41889191624244
730,2023-01-01 04:54:00,155.95507385977166
440,2023-01-01 04:55:00,362.02637821309656
757,2023-01-01 04:56:00,405.8411041651916
886,2023-01-01 04:57:00,33.59017795247687
71,2023-01-01 04:58:00,188.4837088584448
888,2023-01-01 04:59:00,305.3591142250271
543,2023-01-01 05:00:00,16.85108609176943
869,2023-01-01 05:01:00,339.3389871422886
299,2023-01-01 05:02:00,340.23489374670646
929,2023-01-01 05:03:00,376.2701538981083
935,2023-01-01 05:04:00,193.26484278357484
379,2023-01-01 05:05:00,195.06530864335
67,2023-01-01 05:06:00,87.80708822338332
806,2023-01-01 05:07:00,280.1907778785189
807,2023-01-01 05:08:00,291.9968397711445
523,2023-01-01 05:09:00,65.43713859550809
458,2023-01-01 05:10:00,285.4344468201066
770,2023-01-01 05:11:00,257.432821635359
717,2023-01-01 05:12:00,497.9126178295488
837,2023-01-01 05:13:00,192.0249819604718
690,2023-01-01 05:14:00,374.2587270583333
503,2023-01-01 05:15:00,441.9620974483732
162,2023-01-01 05:16:00,172.01000423410395
723,2023-01-01 05:17:00,158.58394410802077
679,2023-01-01 05:18:00,440.67972671479873
553,2023-01-01 05:19:00,394.02230884140926
676,2023-01-01 05:20:00,81.97773616427608
585,2023-01-01 05:21:00,127.30315399050089
349,2023-01-01 05:22:00,342.41467599788206
746,2023-01-01 05:23:00,6.174411452854249
866,2023-01-01 05:24:00,282.70216372759063
352,2023-01-01 05:25:00,266.23365329553195
863,2023-01-01 05:26:00,329.782748492927
255,2023-01-01 05:27:00,496.34052136376187
668,2023-01-01 05:28:00,169.81371446390017
375,2023-01-01 05:29:00,178.04562698652526
135,2023-01-01 05:30:00,490.37378250553115
896,2023-01-01 05:31:00,330.9978038587947
163,2023-01-01 05:32:00,239.83995329199996
391,2023-01-01 05:33:00,316.9404863556581
538,2023-01-01 05:34:00,356.3598120981489
297,2023-01-01 05:35:00,175.18519931344804
460,2023-01-01 05:36:00,299.5340450288882
992,2023-01-01 05:37:00,170.83691466529274
441,2023-01-01 05:38:00,280.02963205984355
638,2023-01-01 05:39:00,368.3204855772425
466,2023-01-01 05:40:00,80.36286829679193
810,2023-01-01 05:41:00,345.1155747949305
595,2023-01-01 05:42:00,106.46509514051381
510,2023-01-01 05:43:00,345.22118555741054
457,2023-01-01 05:44:00,492.4397270656054
837,2023-01-01 05:45:00,476.7454356174274
189,2023-01-01 05:46:00,235.35604774314595
133,2023-01-01 05:47:00,372.1563388048486
590,2023-01-01 05:48:00,475.5526336339937
936,2023-01-01 05:49:00,416.7639341125674
892,2023-01-01 05:50:00,58.791328341041606
354,2023-01-01 05:51:00,438.96929905336856
370,2023-01-01 05:52:00,402.69336635652763
263,2023-01-01 05:53:00,450.5599613614562
954,2023-01-01 05:54:00,157.1555642721857
668,2023-01-01 05:55:00,272.4384504599915
435,2023-01-01 05:56:00,336.87350604848695
4,2023-01-01 05:57:00,64.90882499406138
226,2023-01-01 05:58:00,291.82088162372264
94,2023-01-01 05:59:00,93.22359900469702
493,2023-01-01 06:00:00,125.96780008476269
656,2023-01-01 06:01:00,40.8218063985228
503,2023-01-01 06:02:00,330.89627407635163
297,2023-01-01 06:03:00,42.60840029363335
982,2023-01-01 06:04:00,436.72616286038294
377,2023-01-01 06:05:00,377.9098057596555
404,2023-01-01 06:06:00,401.1226659997615
468,2023-01-01 06:07:00,463.2128681866626
665,2023-01-01 06:08:00,11.383436538849528
420,2023-01-01 06:09:00,149.14906221275555
557,2023-01-01 06:10:00,271.47149230754644
532,2023-01-01 06:11:00,397.19872335274596
546,2023-01-01 06:12:00,120.75698349153082
564,2023-01-01 06:13:00,461.7573823788154
602,2023-01-01 06:14:00,476.6164798549339
481,2023-01-01 06:15:00,10.724980605306184
447,2023-01-01 06:16:00,457.6257000004062
976,2023-01-01 06:17:00,148.12928975972912
645,2023-01-01 06:18:00,7.924171166210421
312,2023-01-01 06:19:00,314.0827151498999
746,2023-01-01 06:20:00,180.86421340106324
467,2023-01-01 06:21:00,451.04681130224475
984,2023-01-01 06:22:00,267.6986942833552
636,2023-01-01 06:23:00,9.857799642560252
729,2023-01-01 06:24:00,440.8896676571858
441,2023-01-01 06:25:00,432.4114336909065
974,2023-01-01 06:26:00,437.6921997741216
31,2023-01-01 06:27:00,279.5165589257649
788,2023-01-01 06:28:00,486.2453258552215
62,2023-01-01 06:29:00,181.52121401206495
966,2023-01-01 06:30:00,315.9608993281905
737,2023-01-01 06:31:00,13.209614235316845
898,2023-01-01 06:32:00,437.25336928742485
123,2023-01-01 06:33:00,65.22802788778137
182,2023-01-01 06:34:00,431.27122241789783
975,2023-01-01 06:35:00,492.3763866211826
958,2023-01-01 06:36:00,346.8698889165534
674,2023-01-01 06:37:00,300.3925261100504
956,2023-01-01 06:38:00,365.60347119328395
983,2023-01-01 06:39:00,148.9375317578361
922,2023-01-01 06:40:00,99.4030592476872
67,2023-01-01 06:41:00,354.1477613747713
462,2023-01-01 06:42:00,47.24666533147305
382,2023-01-01 06:43:00,347.479611766681
179,2023-01-01 06:44:00,308.87234742626555
851,2023-01-01 06:45:00,400.58473989335147
37,2023-01-01 06:46:00,325.77513942218644
154,2023-01-01 06:47:00,36.39672939261763
523,2023-01-01 06:48:00,437.61197706116656
878,2023-01-01 06:49:00,428.111459385904
582,2023-01-01 06:50:00,257.5448424818659
395,2023-01-01 06:51:00,367.7848893443966
69,2023-01-01 06:52:00,292.40511057804764
3,2023-01-01 06:53:00,296.1003420575996
53,2023-01-01 06:54:00,484.1035441274566
455,2023-01-01 06:55:00,117.65408353576966
279,2023-01-01 06:56:00,76.86269938574145
587,2023-01-01 06:57:00,494.39554543824863
238,2023-01-01 06:58:00,24.452746085658806
86,2023-01-01 06:59:00,472.534918568825
596,2023-01-01 07:00:00,448.7359461978069
428,2023-01-01 07:01:00,169.2189563973424
642,2023-01-01 07:02:00,468.7236036989905
341,2023-01-01 07:03:00,80.94438577603955
638,2023-01-01 07:04:00,376.53732436913583
222,2023-01-01 07:05:00,252.1038799790448
946,2023-01-01 07:06:00,388.96285852113596
175,2023-01-01 07:07:00,128.38853207944481
947,2023-01-01 07:08:00,475.7030278906193
134,2023-01-01 07:09:00,42.335903222095965
337,2023-01-01 07:10:00,431.9472479354743
750,2023-01-01 07:11:00,372.37203319332167
55,2023-01-01 07:12:00,342.8142828090492
259,2023-01-01 07:13:00,458.17234645515987
267,2023-01-01 07:14:00,329.927956032345
16,2023-01-01 07:15:00,40.62670743352859
639,2023-01-01 07:16:00,331.17648384211674
876,2023-01-01 07:17:00,225.054871619966
172,2023-01-01 07:18:00,171.98515900188232
777,2023-01-01 07:19:00,189.9162118041628
424,2023-01-01 07:20:00,11.311179634380572
915,2023-01-01 07:21:00,490.0440518502751
333,2023-01-01 07:22:00,391.1429933160723
180,2023-01-01 07:23:00,355.29468769184626
901,2023-01-01 07:24:00,236.20233758893812
335,2023-01-01 07:25:00,409.5117049216893
658,2023-01-01 07:26:00,154.5685534002199
170,2023-01-01 07:27:00,75.37932792921525
489,2023-01-01 07:28:00,222.28587103894048
367,2023-01-01 07:29:00,451.1581833542122
633,2023-01-01 07:30:00,427.27755027091104
588,2023-01-01 07:31:00,218.93824330154297
119,2023-01-01 07:32:00,151.37807366066733
331,2023-01-01 07:33:00,375.84830205417063
50,2023-01-01 07:34:00,470.9843884329083
866,2023-01-01 07:35:00,111.50261095456575
862,2023-01-01 07:36:00,241.90416480418733
207,2023-01-01 07:37:00,101.08350790274041
395,2023-01-01 07:38:00,329.84194453828934
750,2023-01-01 07:39:00,265.34763420163085
29,2023-01-01 07:40:00,73.38377555068904
426,2023-01-01 07:41:00,72.2484965218108
406,2023-01-01 07:42:00,372.6635406164126
688,2023-01-01 07:43:00,31.70346319268017
4,2023-01-01 07:44:00,184.11712838680813
635,2023-01-01 07:45:00,157.21112708108777
606,2023-01-01 07:46:00,258.12945501021034
274,2023-01-01 07:47:00,270.70509192971065
959,2023-01-01 07:48:00,163.37617945265598
829,2023-01-01 07:49:00,378.70463352154314
864,2023-01-01 07:50:00,205.52166208334916
841,2023-01-01 07:51:00,324.49020137376226
458,2023-01-01 07:52:00,12.630128103061065
493,2023-01-01 07:53:00,275.86735914311794
915,2023-01-01 07:54:00,135.9731870118604
160,2023-01-01 07:55:00,203.17748520818105
208,2023-01-01 07:56:00,49.85737793984879
965,2023-01-01 07:57:00,237.54408340964076
732,2023-01-01 07:58:00,77.69315577451107
449,2023-01-01 07:59:00,21.188472081293263
616,2023-01-01 08:00:00,11.080577266049994
953,2023-01-01 08:01:00,207.8870165805605
745,2023-01-01 08:02:00,336.2254904872518
266,2023-01-01 08:03:00,213.08981839100778
553,2023-01-01 08:04:00,419.96104379358275
395,2023-01-01 08:05:00,235.4500774511951
687,2023-01-01 08:06:00,132.65780081759505
44,2023-01-01 08:07:00,447.4072482527399
843,2023-01-01 08:08:00,219.2166565246216
953,2023-01-01 08:09:00,492.63826416439906
468,2023-01-01 08:10:00,54.01040950170036
369,2023-01-01 08:11:00,413.9343724058982
362,2023-01-01 08:12:00,172.9506291394839
502,2023-01-01 08:13:00,64.43100888019453
806,2023-01-01 08:14:00,447.95404051290086
507,2023-01-01 08:15:00,211.86105586407277
703,2023-01-01 08:16:00,379.65251139373527
368,2023-01-01 08:17:00,161.30321426359615
148,2023-01-01 08:18:00,89.20694910941012
760,2023-01-01 08:19:00,20.19473803729108
388,2023-01-01 08:20:00,151.10875707202956
515,2023-01-01 08:21:00,407.3730579616568
642,2023-01-01 08:22:00,137.9024273387537
325,2023-01-01 08:23:00,332.60387478991476
762,2023-01-01 08:24:00,103.50887132056162
211,2023-01-01 08:25:00,201.06216386227823
493,2023-01-01 08:26:00,87.74072321456649
42,2023-01-01 08:27:00,435.70114195429187
50,2023-01-01 08:28:00,169.43930962109295
686,2023-01-01 08:29:00,222.55266000877378
667,2023-01-01 08:30:00,333.8780122681159
403,2023-01-01 08:31:00,224.74055943968037
568,2023-01-01 08:32:00,345.5354354487861
441,2023-01-01 08:33:00,292.5816140004179
491,2023-01-01 08:34:00,12.45289558636087
55,2023-01-01 08:35:00,226.66563867444893
221,2023-01-01 08:36:00,324.51342566406265
149,2023-01-01 08:37:00,115.01949468940535
453,2023-01-01 08:38:00,312.11340106883154
441,2023-01-01 08:39:00,319.9782222901014
387,2023-01-01 08:40:00,239.7236850482545
987,2023-01-01 08:41:00,54.26157531517939
182,2023-01-01 08:42:00,433.3867496764674
949,2023-01-01 08:43:00,290.8682761864375
173,2023-01-01 08:44:00,170.37137060164136
872,2023-01-01 08:45:00,467.9608759725367
902,2023-01-01 08:46:00,123.34218453002256
793,2023-01-01 08:47:00,375.45998059056393
870,2023-01-01 08:48:00,408.72522303402667
227,2023-01-01 08:49:00,408.1831960951313
384,2023-01-01 08:50:00,485.6810959540779
504,2023-01-01 08:51:00,400.96859286252
611,2023-01-01 08:52:00,58.89649198858778
367,2023-01-01 08:53:00,417.7051361345184
757,2023-01-01 08:54:00,304.96723727732234
702,2023-01-01 08:55:00,67.57195439520034
247,2023-01-01 08:56:00,425.3086993385737
291,2023-01-01 08:57:00,154.52010114388383
902,2023-01-01 08:58:00,351.693939348934
957,2023-01-01 08:59:00,83.90732113381756
105,2023-01-01 09:00:00,390.0488380434864
409,2023-01-01 09:01:00,205.53941257345676
722,2023-01-01 09:02:00,218.8158884294431
58,2023-01-01 09:03:00,106.74200661684874
777,2023-01-01 09:04:00,38.20489346502498
343,2023-01-01 09:05:00,104.76907024374658
186,2023-01-01 09:06:00,134.48590234051966
782,2023-01-01 09:07:00,379.6619556322143
196,2023-01-01 09:08:00,209.11794967462794
229,2023-01-01 09:09:00,383.5800746913254
304,2023-01-01 09:10:00,78.52837680222224
277,2023-01-01 09:11:00,325.9730395628442
920,2023-01-01 09:12:00,288.06765074550106
816,2023-01-01 09:13:00,224.46708363168725
97,2023-01-01 09:14:00,205.15961390671407
578,2023-01-01 09:15:00,263.4065520053413
446,2023-01-01 09:16:00,95.19935779202434
355,2023-01-01 09:17:00,463.78156866236066
602,2023-01-01 09:18:00,137.36019565838544
797,2023-01-01 09:19:00,340.84869673170317
781,2023-01-01 09:20:00,28.64510274829715
839,2023-01-01 09:21:00,189.04413095318893
875,2023-01-01 09:22:00,386.6249326883588
31,2023-01-01 09:23:00,62.03251668189322
823,2023-01-01 09:24:00,374.8462110934366
216,2023-01-01 09:25:00,368.8460232429361
924,2023-01-01 09:26:00,311.45736629193595
743,2023-01-01 09:27:00,319.9758266119995
893,2023-01-01 09:28:00,20.130232066901325
991,2023-01-01 09:29:00,135.92950655320362
425,2023-01-01 09:30:00,300.97104222832075
323,2023-01-01 09:31:00,229.438094638857
517,2023-01-01 09:32:00,455.4310046519353
78,2023-01-01 09:33:00,315.9982347757645
429,2023-01-01 09:34:00,358.0886549649052
139,2023-01-01 09:35:00,447.4437572004337
221,2023-01-01 09:36:00,494.17142206001375
546,2023-01-01 09:37:00,473.346645061416
756,2023-01-01 09:38:00,478.4433339856702
195,2023-01-01 09:39:00,381.2329650427411
905,2023-01-01 09:40:00,392.52384039491045
954,2023-01-01 09:41:00,190.11961478391595
155,2023-01-01 09:42:00,129.97753361279956
992,2023-01-01 09:43:00,52.675574399305155
488,2023-01-01 09:44:00,58.47601229679387
301,2023-01-01 09:45:00,469.18588421389865
670,2023-01-01 09:46:00,313.0204531961403
25,2023-01-01 09:47:00,444.9086216342825
874,2023-01-01 09:48:00,496.99715331427865
137,2023-01-01 09:49:00,241.18847660475885
367,2023-01-01 09:50:00,443.9510840384682
301,2023-01-01 09:51:00,452.1523364688909
254,2023-01-01 09:52:00,369.76375980284064
719,2023-01-01 09:53:00,435.5367245371773
812,2023-01-01 09:54:00,342.4677460493982
49,2023-01-01 09:55:00,248.67501114451224
583,2023-01-01 09:56:00,165.30964268030618
414,2023-01-01 09:57:00,31.125939337532
902,2023-01-01 09:58:00,371.8626495521479
552,2023-01-01 09:59:00,201.4046578441301
908,2023-01-01 10:00:00,127.08814082331405
572,2023-01-01 10:01:00,37.152789681594065
89,2023-01-01 10:02:00,159.9729165880956
223,2023-01-01 10:03:00,295.96351472711183
372,2023-01-01 10:04:00,363.5917270890682
75,2023-01-01 10:05:00,5.039217215773504
747,2023-01-01 10:06:00,7.856001075245862
163,2023-01-01 10:07:00,50.62866946427746
