review_id,user_id,business_name,rating,review_text
113,134483,Mall D,4,bad service
114,150824,Store C,4,bad service
115,197276,Mall D,1,will visit again
116,126683,Cafe A,3,will visit again
117,193173,Cafe A,1,bad service
118,176970,Cafe A,5,bad service
119,124118,Store C,2,great place
120,107513,Cafe A,4,bad service
121,183427,Store C,3,will visit again
122,151092,Store C,3,will visit again
123,142898,Cafe A,1,not clean
124,180678,Store C,3,will visit again
125,123928,Mall D,1,will visit again
126,113107,Gym B,5,not clean
127,130934,Gym B,3,great place
128,141060,Gym B,4,bad service
129,179942,Gym B,4,great place
130,132139,Mall D,4,great place
131,179780,Store C,2,will visit again
132,100928,Gym B,1,not clean
133,197848,Store C,5,not clean
134,187150,Cafe A,3,will visit again
135,192490,Store C,4,not clean
136,147108,Gym B,5,bad service
137,152309,Gym B,1,great place
138,190611,Mall D,3,will visit again
139,194504,Cafe A,4,bad service
140,181828,Cafe A,2,bad service
141,187276,Mall D,4,great place
142,193070,Store C,4,bad service
143,140012,Store C,5,will visit again
144,187933,Store C,3,great place
145,177519,Store C,4,great place
146,135400,Mall D,4,not clean
147,125813,Store C,4,great place
148,142918,Store C,4,great place
149,151775,Mall D,4,will visit again
150,152316,Store C,3,great place
151,148072,Mall D,5,not clean
152,154998,Mall D,4,not clean
153,100565,Cafe A,4,bad service
154,103974,Gym B,4,bad service
155,174084,Mall D,4,great place
156,193734,Mall D,2,not clean
157,189104,Cafe A,5,bad service
158,188749,Mall D,3,great place
159,101261,Cafe A,4,not clean
160,163361,Store C,5,great place
161,146448,Mall D,4,will visit again
162,189408,Cafe A,5,not clean
163,110433,Gym B,1,will visit again
164,138528,Mall D,4,not clean
165,180736,Gym B,2,not clean
166,144324,Store C,5,great place
167,113847,Gym B,3,great place
168,160794,Mall D,2,bad service
169,177719,Cafe A,4,will visit again
170,130157,Mall D,2,not clean
171,165060,Mall D,1,not clean
172,159120,Store C,3,great place
173,160671,Mall D,2,not clean
174,187881,Gym B,3,will visit again
175,116450,Cafe A,2,great place
176,187861,Mall D,5,bad service
177,165282,Gym B,2,great place
178,130827,Store C,3,great place
179,156156,Mall D,5,not clean
180,119945,Store C,5,not clean
181,190388,Store C,5,will visit again
182,194371,Mall D,1,great place
183,172173,Mall D,3,will visit again
184,188513,Cafe A,1,bad service
185,191034,Store C,3,great place
186,178912,Gym B,3,great place
187,127633,Mall D,5,will visit again
188,159846,Cafe A,1,will visit again
189,110411,Store C,3,not clean
190,135074,Cafe A,4,bad service
191,169974,Store C,4,not clean
192,180646,Gym B,5,great place
193,102688,Gym B,4,not clean
194,129544,Mall D,3,will visit again
195,169733,Gym B,1,not clean
196,190579,Store C,3,not clean
197,186168,Cafe A,4,will visit again
198,149261,Mall D,5,bad service
199,109751,Store C,4,great place
200,108440,Mall D,5,not clean
201,198824,Mall D,1,will visit again
202,118814,Cafe A,3,great place
203,170022,Store C,1,great place
204,168260,Store C,1,not clean
205,160151,Mall D,5,bad service
206,175608,Store C,3,great place
207,175764,Cafe A,4,will visit again
208,120880,Cafe A,5,will visit again
209,191006,Cafe A,1,great place
210,100434,Cafe A,3,bad service
211,156001,Gym B,3,bad service
212,192744,Cafe A,1,great place
213,132125,Mall D,1,not clean
214,127412,Mall D,2,will visit again
215,138337,Mall D,1,will visit again
216,165895,Gym B,1,will visit again
217,133572,Store C,1,not clean
218,175170,Mall D,5,will visit again
219,190455,Gym B,4,will visit again
220,153807,Cafe A,3,not clean
221,167908,Mall D,4,will visit again
222,118906,Gym B,5,not clean
223,114147,Cafe A,5,bad service
224,158218,Store C,3,will visit again
225,154931,Cafe A,1,will visit again
226,168784,Gym B,4,will visit again
227,168838,Cafe A,3,will visit again
228,126340,Gym B,4,great place
229,166025,Gym B,2,bad service
230,188881,Gym B,4,great place
231,172941,Store C,5,not clean
232,117365,Mall D,3,will visit again
233,124276,Store C,4,will visit again
234,172015,Mall D,4,bad service
235,182698,Store C,4,will visit again
236,188948,Cafe A,1,bad service
237,182195,Cafe A,3,great place
238,197299,Store C,5,bad service
239,108915,Mall D,2,will visit again
240,147837,Cafe A,3,will visit again
241,182662,Cafe A,4,not clean
242,117402,Mall D,3,not clean
243,123823,Mall D,1,not clean
244,193540,Gym B,2,bad service
245,161235,Store C,2,will visit again
246,102350,Gym B,2,not clean
247,137456,Mall D,3,great place
248,126531,Store C,4,great place
249,123856,Cafe A,4,bad service
250,114177,Store C,2,great place
251,135254,Cafe A,2,great place
252,137010,Store C,2,great place
253,182149,Mall D,4,great place
254,194279,Gym B,4,not clean
255,148522,Store C,3,great place
256,171254,Mall D,2,not clean
257,161821,Mall D,1,not clean
258,150999,Gym B,5,bad service
259,181946,Gym B,1,great place
260,189131,Gym B,5,great place
261,105940,Mall D,5,great place
262,144989,Store C,4,bad service
263,137489,Gym B,2,bad service
264,166555,Store C,4,bad service
265,145049,Store C,5,will visit again
266,124284,Mall D,2,great place
267,177414,Cafe A,3,bad service
268,127712,Gym B,2,bad service
269,191868,Store C,1,will visit again
270,152127,Store C,5,will visit again
271,142736,Cafe A,2,great place
272,182428,Gym B,3,bad service
273,129685,Store C,4,not clean
274,139888,Cafe A,3,bad service
275,182053,Store C,1,will visit again
276,183649,Mall D,3,great place
277,166182,Mall D,1,bad service
278,131815,Cafe A,4,not clean
279,140419,Cafe A,2,bad service
280,177447,Cafe A,1,not clean
281,117212,Mall D,3,great place
282,103416,Gym B,3,not clean
283,133825,Store C,2,great place
284,141175,Cafe A,1,bad service
285,115926,Store C,2,will visit again
286,192682,Cafe A,4,not clean
287,152016,Mall D,5,will visit again
288,137132,Gym B,2,great place
289,157018,Mall D,5,not clean
290,105776,Mall D,5,will visit again
291,124545,Mall D,3,bad service
292,121809,Gym B,1,not clean
293,147881,Gym B,1,great place
294,132790,Mall D,3,will visit again
295,169805,Gym B,1,great place
296,175161,Cafe A,2,great place
297,198122,Cafe A,5,will visit again
298,119398,Mall D,2,not clean
299,153058,Store C,3,great place
300,116103,Store C,2,not clean
301,133055,Mall D,4,great place
302,132087,Gym B,2,not clean
303,199043,Store C,1,bad service
304,155465,Cafe A,5,bad service
305,108684,Mall D,5,not clean
306,107899,Cafe A,3,will visit again
307,144953,Store C,4,not clean
308,161201,Gym B,5,great place
309,154555,Mall D,2,great place
310,148620,Store C,5,not clean
311,195039,Mall D,2,great place
312,137513,Gym B,4,will visit again
313,180200,Store C,5,bad service
314,124919,Cafe A,3,not clean
315,157198,Cafe A,4,great place
316,105986,Store C,3,will visit again
317,145634,Store C,2,not clean
318,154289,Store C,5,great place
319,158448,Store C,2,great place
320,112160,Gym B,4,not clean
321,105589,Mall D,5,will visit again
322,174466,Mall D,2,great place
323,199465,Cafe A,1,great place
324,120191,Store C,4,bad service
325,152925,Cafe A,2,bad service
326,119715,Mall D,5,not clean
327,143634,Gym B,2,will visit again
328,136350,Mall D,3,not clean
329,199413,Gym B,2,bad service
330,172139,Mall D,4,will visit again
331,169968,Mall D,5,not clean
332,175390,Store C,5,will visit again
333,190902,Cafe A,4,great place
334,117595,Gym B,1,will visit again
335,118477,Gym B,1,great place
336,148713,Mall D,2,not clean
337,136564,Cafe A,1,bad service
338,120169,Store C,3,not clean
339,123881,Mall D,1,will visit again
340,194475,Gym B,3,great place
341,190503,Mall D,4,great place
342,106839,Store C,5,not clean
343,107856,Cafe A,1,not clean
344,132110,Store C,4,bad service
345,138783,Gym B,3,not clean
346,186820,Store C,5,great place
347,108625,Gym B,2,great place
348,177104,Cafe A,1,will visit again
349,199300,Cafe A,3,bad service
350,156862,Store C,4,will visit again
351,102004,Mall D,1,great place
352,152073,Mall D,3,bad service
353,183886,Gym B,4,bad service
354,173006,Mall D,1,bad service
355,138831,Cafe A,5,will visit again
356,172662,Gym B,3,bad service
357,159678,Store C,1,bad service
358,122022,Mall D,4,bad service
359,111776,Mall D,3,bad service
360,199053,Gym B,4,will visit again
361,135105,Cafe A,4,bad service
362,158782,Store C,3,not clean
363,190087,Store C,1,bad service
364,127661,Cafe A,5,great place
365,118210,Gym B,2,bad service
366,185876,Mall D,4,will visit again
367,105157,Cafe A,5,great place
368,123215,Mall D,3,not clean
369,134063,Gym B,4,great place
370,113200,Store C,3,will visit again
371,174748,Store C,5,bad service
372,175456,Mall D,2,not clean
373,185592,Gym B,4,great place
374,133513,Mall D,1,bad service
375,144716,Gym B,2,great place
376,133530,Gym B,2,not clean
377,180792,Cafe A,1,will visit again
378,181186,Gym B,1,will visit again
379,170518,Cafe A,1,bad service
380,159669,Store C,2,will visit again
381,198007,Mall D,5,great place
382,199031,Gym B,3,bad service
383,154510,Cafe A,3,not clean
384,111540,Gym B,4,bad service
385,172746,Cafe A,4,bad service
386,180590,Mall D,5,great place
387,108040,Store C,2,great place
388,153287,Mall D,3,will visit again
389,141412,Store C,2,not clean
390,182836,Mall D,3,not clean
391,103688,Gym B,5,not clean
392,180404,Gym B,3,not clean
393,184331,Store C,3,not clean
394,149482,Cafe A,2,great place
395,190548,Store C,5,not clean
396,138063,Cafe A,4,not clean
397,118146,Gym B,2,will visit again
398,157476,Gym B,2,not clean
399,159003,Gym B,1,not clean
400,149079,Mall D,4,great place
401,156318,Store C,5,will visit again
402,115506,Cafe A,1,bad service
403,109533,Gym B,3,will visit again
404,108756,Store C,1,will visit again
405,136231,Store C,4,great place
406,130957,Store C,3,bad service
407,168807,Cafe A,3,will visit again
408,180696,Gym B,3,will visit again
409,154620,Mall D,4,not clean
410,145109,Store C,1,will visit again
411,189236,Store C,4,not clean
412,168098,Store C,5,great place
413,123000,Gym B,2,not clean
414,100676,Mall D,3,will visit again
415,191986,Store C,2,will visit again
416,152526,Mall D,5,will visit again
417,121896,Cafe A,5,great place
418,134383,Gym B,2,great place
419,160602,Gym B,1,bad service
420,128963,Mall D,2,great place
421,119708,Cafe A,4,great place
422,111935,Cafe A,4,bad service
423,149592,Mall D,3,will visit again
424,184984,Store C,1,great place
425,100509,Gym B,1,will visit again
426,142992,Cafe A,2,bad service
427,154020,Gym B,3,great place
428,155654,Cafe A,3,not clean
429,151283,Mall D,1,bad service
430,142480,Cafe A,1,great place
431,160634,Gym B,3,great place
432,187233,Cafe A,1,will visit again
433,155558,Cafe A,2,not clean
434,106105,Mall D,2,bad service
435,183132,Cafe A,2,bad service
436,154311,Store C,4,will visit again
437,121510,Cafe A,4,not clean
438,143652,Gym B,5,not clean
439,106744,Store C,1,will visit again
440,197600,Cafe A,5,great place
441,188169,Cafe A,5,great place
442,197468,Store C,5,great place
443,190080,Mall D,5,will visit again
444,131270,Cafe A,5,bad service
445,149179,Gym B,1,will visit again
446,121729,Store C,1,bad service
447,155836,Cafe A,4,great place
448,188845,Cafe A,1,will visit again
449,181023,Gym B,3,not clean
450,182067,Gym B,3,not clean
451,131338,Gym B,3,great place
452,179836,Gym B,3,will visit again
453,148934,Cafe A,5,great place
454,121842,Mall D,5,great place
455,117494,Mall D,1,great place
456,173054,Gym B,2,not clean
457,186022,Store C,4,will visit again
458,158673,Gym B,4,great place
459,148838,Cafe A,4,will visit again
460,116637,Mall D,2,not clean
461,143975,Mall D,4,great place
462,100196,Mall D,4,will visit again
463,168247,Store C,3,bad service
464,126512,Mall D,1,great place
465,111275,Mall D,4,great place
466,167492,Store C,5,will visit again
467,160608,Cafe A,2,bad service
468,165613,Cafe A,4,great place
469,128464,Cafe A,4,great place
470,133405,Mall D,5,not clean
471,145613,Mall D,3,great place
472,124375,Store C,3,great place
473,134533,Cafe A,2,not clean
474,172374,Cafe A,2,bad service
475,191683,Store C,4,will visit again
476,180809,Gym B,5,will visit again
477,199115,Gym B,4,great place
478,162146,Store C,1,bad service
479,135542,Store C,1,bad service
480,128608,Store C,5,bad service
481,181346,Gym B,1,not clean
482,160668,Mall D,1,not clean
483,161628,Mall D,4,great place
484,106200,Store C,2,will visit again
485,114556,Cafe A,4,bad service
486,131220,Store C,4,bad service
487,136883,Cafe A,1,will visit again
488,133464,Mall D,2,not clean
489,180450,Mall D,1,will visit again
490,136426,Mall D,1,bad service
491,108709,Store C,4,not clean
492,196778,Cafe A,3,not clean
493,197085,Mall D,3,bad service
494,125058,Store C,1,bad service
495,144573,Mall D,2,bad service
496,150551,Store C,4,great place
497,100402,Store C,4,bad service
498,144568,Mall D,2,will visit again
499,171351,Cafe A,3,not clean
500,193339,Cafe A,5,not clean
501,170192,Mall D,5,bad service
502,128002,Store C,3,will visit again
503,135346,Mall D,4,bad service
504,109260,Store C,5,bad service
505,181588,Cafe A,1,not clean
506,146012,Cafe A,5,will visit again
507,111267,Mall D,5,will visit again
508,131736,Store C,3,will visit again
509,150928,Cafe A,3,bad service
510,134527,Gym B,4,bad service
511,158293,Store C,1,not clean
512,104256,Gym B,3,not clean
513,181610,Store C,5,not clean
514,194289,Mall D,5,will visit again
515,167942,Mall D,3,great place
516,155626,Cafe A,3,not clean
517,117281,Gym B,5,will visit again
518,173806,Mall D,5,bad service
519,185763,Cafe A,2,not clean
520,175469,Store C,4,great place
521,157905,Gym B,3,great place
522,157369,Gym B,2,will visit again
523,137487,Cafe A,2,bad service
524,175223,Mall D,1,bad service
525,121326,Cafe A,4,will visit again
526,107400,Mall D,2,bad service
527,153902,Gym B,4,great place
528,136645,Mall D,1,not clean
529,140718,Cafe A,4,great place
530,105590,Store C,1,not clean
531,184965,Store C,2,great place
532,176914,Mall D,2,not clean
533,185397,Cafe A,5,not clean
534,197314,Store C,4,bad service
535,175408,Store C,1,will visit again
536,129115,Store C,2,not clean
537,106497,Store C,5,will visit again
538,170597,Mall D,4,not clean
539,116611,Gym B,1,will visit again
540,125190,Mall D,3,great place
541,127305,Mall D,1,bad service
542,130909,Cafe A,4,bad service
543,145274,Mall D,4,will visit again
544,199146,Mall D,5,not clean
545,118134,Gym B,3,will visit again
546,124449,Gym B,4,will visit again
547,150672,Gym B,2,not clean
548,135813,Store C,5,bad service
549,137390,Mall D,2,bad service
550,162229,Gym B,2,not clean
551,114641,Gym B,3,great place
552,154704,Mall D,3,great place
553,168988,Gym B,5,will visit again
554,180675,Mall D,5,great place
555,152403,Mall D,2,great place
556,182942,Mall D,1,bad service
557,193393,Store C,1,great place
558,101798,Gym B,3,will visit again
559,139356,Cafe A,2,bad service
560,142513,Gym B,5,not clean
561,107002,Cafe A,5,great place
562,130858,Store C,1,not clean
563,131398,Mall D,5,will visit again
564,170327,Cafe A,5,bad service
565,180687,Mall D,4,not clean
566,112230,Mall D,1,not clean
567,125213,Cafe A,1,will visit again
568,112785,Mall D,4,great place
569,156818,Mall D,2,bad service
570,135156,Gym B,1,bad service
571,185830,Store C,4,will visit again
572,149418,Cafe A,3,will visit again
573,139422,Gym B,5,will visit again
574,124112,Cafe A,5,will visit again
575,105739,Cafe A,4,not clean
576,180458,Store C,3,bad service
577,166896,Gym B,2,will visit again
578,179823,Cafe A,1,bad service
579,175473,Mall D,3,not clean
580,198651,Mall D,1,great place
581,107072,Cafe A,4,great place
582,128248,Gym B,5,not clean
583,143231,Mall D,5,great place
584,139038,Mall D,1,great place
585,123834,Mall D,2,will visit again
586,150397,Cafe A,2,not clean
587,152508,Mall D,3,will visit again
588,124663,Cafe A,1,will visit again
589,157559,Cafe A,5,bad service
590,146961,Store C,3,not clean
591,178161,Store C,1,bad service
592,144612,Store C,1,will visit again
593,116159,Cafe A,1,not clean
594,166778,Mall D,1,great place
595,190785,Mall D,1,bad service
596,131124,Store C,1,will visit again
597,181924,Cafe A,3,not clean
598,158137,Cafe A,4,will visit again
599,100499,Cafe A,1,great place
600,177802,Cafe A,3,not clean
601,190268,Gym B,1,not clean
602,123965,Mall D,1,not clean
603,188593,Store C,1,will visit again
604,189536,Store C,2,will visit again
605,165706,Mall D,5,great place
606,130838,Gym B,1,great place
607,162070,Mall D,4,great place
608,152838,Cafe A,5,bad service
609,159063,Store C,4,bad service
610,177909,Store C,2,not clean
611,198942,Cafe A,4,bad service
612,172454,Gym B,5,not clean
613,135061,Gym B,3,not clean
614,174260,Mall D,5,great place
615,144070,Store C,4,great place
616,186905,Cafe A,2,will visit again
617,129198,Cafe A,4,bad service
618,181039,Gym B,5,great place
619,197054,Cafe A,4,bad service
620,169448,Mall D,5,will visit again
621,140608,Gym B,1,will visit again
622,170465,Cafe A,4,great place
623,117973,Cafe A,1,great place
624,169519,Mall D,2,not clean
625,130059,Mall D,2,not clean
626,152067,Mall D,2,bad service
627,143662,Cafe A,5,will visit again
628,136380,Store C,5,bad service
629,156528,Store C,5,bad service
630,190478,Store C,5,will visit again
631,188742,Gym B,3,will visit again
632,157047,Gym B,2,will visit again
633,129081,Cafe A,5,will visit again
634,185717,Mall D,1,not clean
635,157265,Mall D,4,great place
636,137727,Gym B,5,not clean
637,136715,Store C,1,will visit again
638,171279,Mall D,2,great place
639,130210,Cafe A,1,great place
640,103569,Mall D,1,great place
641,185564,Gym B,1,will visit again
642,187393,Store C,5,great place
643,147075,Cafe A,3,not clean
644,181630,Store C,1,not clean
645,114399,Gym B,1,great place
646,125248,Store C,1,not clean
647,154952,Cafe A,4,will visit again
648,182518,Mall D,1,will visit again
649,112766,Mall D,3,great place
650,163300,Cafe A,3,will visit again
651,154309,Store C,4,will visit again
652,198975,Cafe A,3,great place
653,199344,Mall D,1,will visit again
654,150248,Mall D,3,not clean
655,183918,Store C,5,will visit again
656,181102,Gym B,4,bad service
657,113728,Store C,1,great place
658,193772,Cafe A,4,will visit again
659,172999,Mall D,4,will visit again
660,167995,Store C,4,not clean
661,187099,Mall D,2,bad service
662,153431,Mall D,1,bad service
663,175258,Mall D,4,not clean
664,112383,Gym B,1,great place
665,187241,Cafe A,5,great place
666,133694,Cafe A,5,not clean
667,135579,Store C,4,not clean
668,177182,Gym B,5,not clean
669,155640,Store C,4,great place
670,142939,Gym B,3,bad service
671,107126,Mall D,5,great place
672,129731,Store C,5,will visit again
673,109720,Cafe A,3,will visit again
674,168688,Cafe A,2,bad service
675,109748,Mall D,3,great place
676,170181,Gym B,3,great place
677,164895,Store C,5,not clean
678,116628,Gym B,1,not clean
679,168361,Store C,3,not clean
680,143958,Mall D,1,great place
681,108505,Gym B,5,will visit again
682,160129,Cafe A,5,not clean
683,136189,Cafe A,4,bad service
684,184830,Store C,4,not clean
685,175873,Gym B,5,bad service
686,120202,Store C,3,not clean
687,164614,Cafe A,5,will visit again
688,186382,Cafe A,4,bad service
689,190200,Cafe A,4,will visit again
690,169500,Store C,2,great place
691,102328,Cafe A,4,bad service
692,102015,Mall D,5,great place
693,148102,Cafe A,3,not clean
694,147888,Mall D,3,bad service
695,106153,Mall D,1,great place
696,114852,Mall D,1,not clean
697,140042,Gym B,2,bad service
698,103684,Cafe A,5,bad service
699,181408,Store C,1,bad service
700,199161,Mall D,3,bad service
701,140319,Mall D,3,bad service
702,160964,Mall D,4,great place
703,172809,Mall D,4,great place
704,118955,Mall D,4,great place
705,112154,Gym B,5,great place
706,110405,Cafe A,4,bad service
707,132644,Store C,3,great place
708,187483,Gym B,3,great place
709,123939,Cafe A,2,will visit again
710,123865,Gym B,1,bad service
711,102022,Mall D,5,bad service
712,181528,Store C,1,will visit again
713,133733,Store C,3,bad service
714,114339,Mall D,2,not clean
715,107993,Gym B,1,bad service
716,124985,Gym B,4,not clean
717,152569,Store C,4,bad service
718,174796,Mall D,1,will visit again
719,159258,Mall D,3,bad service
720,128550,Cafe A,3,bad service
721,119425,Gym B,1,will visit again
722,174323,Mall D,2,great place
723,170921,Store C,1,bad service
724,143745,Gym B,1,great place
725,167710,Gym B,2,will visit again
726,151772,Cafe A,2,bad service
727,158618,Cafe A,4,not clean
728,122651,Cafe A,3,will visit again
729,185519,Cafe A,3,great place
730,133787,Cafe A,5,will visit again
731,114468,Cafe A,1,will visit again
732,179625,Cafe A,1,great place
733,191801,Mall D,4,not clean
734,128915,Cafe A,3,bad service
735,197108,Cafe A,5,will visit again
736,124057,Mall D,1,great place
737,111869,Cafe A,5,will visit again
738,158000,Cafe A,2,will visit again
739,170301,Mall D,1,bad service
740,139792,Gym B,1,great place
741,138546,Store C,2,bad service
742,148825,Store C,3,great place
743,133232,Mall D,3,not clean
744,166486,Mall D,4,not clean
745,126634,Mall D,1,bad service
746,113894,Gym B,4,great place
747,163634,Cafe A,4,will visit again
748,198402,Gym B,4,great place
749,153146,Gym B,5,will visit again
750,137346,Gym B,2,great place
751,131363,Gym B,4,bad service
752,139522,Store C,1,bad service
753,196003,Mall D,3,will visit again
754,154733,Store C,3,will visit again
755,155870,Mall D,5,will visit again
756,101484,Cafe A,1,not clean
757,177250,Store C,2,will visit again
758,147462,Cafe A,2,not clean
759,166946,Mall D,4,will visit again
760,164701,Cafe A,4,great place
761,161900,Cafe A,2,will visit again
762,187807,Cafe A,1,will visit again
763,189838,Gym B,1,bad service
764,131029,Gym B,3,bad service
765,132634,Cafe A,3,not clean
766,122666,Mall D,5,will visit again
767,169090,Gym B,2,bad service
768,189923,Mall D,1,great place
769,148219,Cafe A,1,great place
770,149599,Mall D,3,not clean
771,115554,Store C,2,bad service
772,159459,Store C,3,will visit again
773,104486,Store C,5,not clean
774,166136,Gym B,1,will visit again
775,116010,Gym B,1,great place
776,126801,Cafe A,5,bad service
777,104478,Gym B,4,will visit again
778,194570,Mall D,1,not clean
779,109864,Cafe A,5,bad service
780,166751,Mall D,2,bad service
781,155440,Cafe A,2,bad service
782,145258,Store C,1,great place
783,107570,Mall D,2,bad service
784,181615,Store C,4,not clean
785,122187,Store C,5,will visit again
786,103555,Cafe A,2,will visit again
787,161025,Store C,2,bad service
788,185217,Store C,4,will visit again
789,167035,Mall D,2,great place
790,123653,Cafe A,1,will visit again
791,169121,Store C,3,will visit again
792,149414,Gym B,3,not clean
793,109190,Gym B,2,bad service
794,195823,Cafe A,5,great place
795,181213,Cafe A,5,great place
796,143642,Cafe A,4,will visit again
797,148607,Store C,1,will visit again
798,154443,Mall D,3,great place
799,107772,Cafe A,2,bad service
800,164973,Gym B,1,bad service
801,163753,Store C,3,great place
802,133126,Gym B,4,bad service
803,100710,Store C,5,bad service
804,105716,Cafe A,4,great place
805,129591,Cafe A,5,great place
806,126154,Store C,4,great place
807,111351,Mall D,5,not clean
808,178628,Mall D,4,not clean
809,166925,Cafe A,5,will visit again
810,193004,Cafe A,3,great place
811,111089,Gym B,3,great place
812,185730,Gym B,4,not clean
813,169519,Store C,5,great place
814,183055,Mall D,5,will visit again
815,134011,Store C,2,bad service
816,165298,Mall D,4,great place
817,178830,Cafe A,2,great place
818,158350,Cafe A,3,great place
819,175045,Gym B,1,bad service
820,104490,Store C,1,not clean
821,130816,Gym B,2,not clean
822,135794,Mall D,5,great place
823,175781,Gym B,5,bad service
824,178880,Mall D,1,bad service
825,160243,Cafe A,3,not clean
826,191995,Mall D,4,great place
827,180552,Cafe A,2,not clean
828,149793,Mall D,5,bad service
829,162552,Mall D,5,will visit again
830,136675,Mall D,2,not clean
831,146629,Gym B,4,great place
832,199092,Cafe A,4,will visit again
833,194106,Gym B,5,will visit again
834,198216,Mall D,5,bad service
835,127914,Store C,4,will visit again
836,102386,Mall D,4,bad service
837,176407,Store C,2,not clean
838,186281,Mall D,2,will visit again
839,156309,Gym B,1,not clean
840,182309,Gym B,5,bad service
841,197372,Gym B,1,not clean
842,168401,Cafe A,2,will visit again
843,134210,Gym B,1,bad service
844,147543,Mall D,4,will visit again
845,190048,Gym B,4,bad service
846,109005,Gym B,2,not clean
847,154180,Cafe A,3,bad service
848,136726,Cafe A,4,bad service
849,192856,Cafe A,3,great place
850,128308,Mall D,2,will visit again
851,189276,Cafe A,1,bad service
852,171042,Mall D,4,will visit again
853,187229,Cafe A,5,will visit again
854,133470,Gym B,1,bad service
855,183410,Gym B,3,great place
856,190608,Mall D,1,bad service
857,143021,Gym B,1,bad service
858,120023,Store C,3,will visit again
859,164378,Gym B,1,will visit again
860,133441,Gym B,2,bad service
861,166704,Gym B,1,will visit again
862,193107,Store C,3,great place
863,194309,Cafe A,1,will visit again
864,103398,Gym B,2,great place
865,138815,Gym B,5,bad service
866,142912,Cafe A,4,not clean
867,120932,Gym B,4,will visit again
868,191861,Store C,5,not clean
869,116180,Gym B,5,great place
870,142977,Mall D,4,will visit again
871,164103,Store C,5,will visit again
872,130492,Mall D,3,will visit again
