event_id,name,date,location,type
308,Event 308,2023-01-13 19:00:00,Stadium,concert
309,Event 309,2023-01-13 20:00:00,Park,concert
310,Event 310,2023-01-13 21:00:00,Park,concert
311,Event 311,2023-01-13 22:00:00,Park,festival
312,Event 312,2023-01-13 23:00:00,Park,sports
313,Event 313,2023-01-14 00:00:00,Park,festival
314,Event 314,2023-01-14 01:00:00,Theater,festival
315,Event 315,2023-01-14 02:00:00,Theater,sports
316,Event 316,2023-01-14 03:00:00,Stadium,concert
317,Event 317,2023-01-14 04:00:00,Park,festival
318,Event 318,2023-01-14 05:00:00,Park,festival
319,Event 319,2023-01-14 06:00:00,Theater,sports
320,Event 320,2023-01-14 07:00:00,Stadium,sports
321,Event 321,2023-01-14 08:00:00,Park,concert
322,Event 322,2023-01-14 09:00:00,Park,sports
323,Event 323,2023-01-14 10:00:00,Stadium,concert
324,Event 324,2023-01-14 11:00:00,Stadium,sports
325,Event 325,2023-01-14 12:00:00,Park,sports
326,Event 326,2023-01-14 13:00:00,Park,concert
327,Event 327,2023-01-14 14:00:00,Stadium,sports
328,Event 328,2023-01-14 15:00:00,Park,festival
329,Event 329,2023-01-14 16:00:00,Park,sports
330,Event 330,2023-01-14 17:00:00,Theater,festival
331,Event 331,2023-01-14 18:00:00,Park,festival
332,Event 332,2023-01-14 19:00:00,Park,concert
333,Event 333,2023-01-14 20:00:00,Theater,concert
334,Event 334,2023-01-14 21:00:00,Theater,festival
335,Event 335,2023-01-14 22:00:00,Theater,concert
336,Event 336,2023-01-14 23:00:00,Park,concert
337,Event 337,2023-01-15 00:00:00,Theater,festival
338,Event 338,2023-01-15 01:00:00,Stadium,sports
339,Event 339,2023-01-15 02:00:00,Theater,sports
340,Event 340,2023-01-15 03:00:00,Park,concert
341,Event 341,2023-01-15 04:00:00,Park,festival
342,Event 342,2023-01-15 05:00:00,Stadium,sports
343,Event 343,2023-01-15 06:00:00,Park,festival
344,Event 344,2023-01-15 07:00:00,Park,concert
345,Event 345,2023-01-15 08:00:00,Stadium,concert
346,Event 346,2023-01-15 09:00:00,Theater,sports
347,Event 347,2023-01-15 10:00:00,Theater,festival
348,Event 348,2023-01-15 11:00:00,Stadium,concert
349,Event 349,2023-01-15 12:00:00,Park,sports
350,Event 350,2023-01-15 13:00:00,Theater,sports
351,Event 351,2023-01-15 14:00:00,Park,sports
352,Event 352,2023-01-15 15:00:00,Theater,festival
353,Event 353,2023-01-15 16:00:00,Theater,concert
354,Event 354,2023-01-15 17:00:00,Theater,festival
355,Event 355,2023-01-15 18:00:00,Theater,sports
356,Event 356,2023-01-15 19:00:00,Stadium,festival
357,Event 357,2023-01-15 20:00:00,Park,sports
358,Event 358,2023-01-15 21:00:00,Stadium,concert
359,Event 359,2023-01-15 22:00:00,Park,concert
360,Event 360,2023-01-15 23:00:00,Theater,festival
361,Event 361,2023-01-16 00:00:00,Stadium,sports
362,Event 362,2023-01-16 01:00:00,Park,sports
363,Event 363,2023-01-16 02:00:00,Park,concert
364,Event 364,2023-01-16 03:00:00,Park,festival
365,Event 365,2023-01-16 04:00:00,Stadium,concert
366,Event 366,2023-01-16 05:00:00,Theater,sports
367,Event 367,2023-01-16 06:00:00,Park,concert
368,Event 368,2023-01-16 07:00:00,Theater,concert
369,Event 369,2023-01-16 08:00:00,Theater,concert
370,Event 370,2023-01-16 09:00:00,Theater,concert
371,Event 371,2023-01-16 10:00:00,Stadium,concert
372,Event 372,2023-01-16 11:00:00,Park,festival
373,Event 373,2023-01-16 12:00:00,Theater,sports
374,Event 374,2023-01-16 13:00:00,Park,sports
375,Event 375,2023-01-16 14:00:00,Park,sports
376,Event 376,2023-01-16 15:00:00,Stadium,festival
377,Event 377,2023-01-16 16:00:00,Park,festival
378,Event 378,2023-01-16 17:00:00,Park,festival
379,Event 379,2023-01-16 18:00:00,Stadium,festival
380,Event 380,2023-01-16 19:00:00,Stadium,concert
381,Event 381,2023-01-16 20:00:00,Park,concert
382,Event 382,2023-01-16 21:00:00,Theater,sports
383,Event 383,2023-01-16 22:00:00,Theater,concert
384,Event 384,2023-01-16 23:00:00,Theater,concert
385,Event 385,2023-01-17 00:00:00,Park,sports
386,Event 386,2023-01-17 01:00:00,Stadium,festival
387,Event 387,2023-01-17 02:00:00,Stadium,festival
388,Event 388,2023-01-17 03:00:00,Park,festival
389,Event 389,2023-01-17 04:00:00,Theater,concert
390,Event 390,2023-01-17 05:00:00,Theater,festival
391,Event 391,2023-01-17 06:00:00,Theater,festival
392,Event 392,2023-01-17 07:00:00,Theater,sports
393,Event 393,2023-01-17 08:00:00,Theater,sports
394,Event 394,2023-01-17 09:00:00,Park,concert
395,Event 395,2023-01-17 10:00:00,Stadium,sports
396,Event 396,2023-01-17 11:00:00,Stadium,sports
397,Event 397,2023-01-17 12:00:00,Theater,festival
398,Event 398,2023-01-17 13:00:00,Park,sports
399,Event 399,2023-01-17 14:00:00,Theater,sports
400,Event 400,2023-01-17 15:00:00,Stadium,sports
401,Event 401,2023-01-17 16:00:00,Stadium,concert
402,Event 402,2023-01-17 17:00:00,Park,concert
403,Event 403,2023-01-17 18:00:00,Park,festival
404,Event 404,2023-01-17 19:00:00,Park,festival
405,Event 405,2023-01-17 20:00:00,Theater,concert
406,Event 406,2023-01-17 21:00:00,Park,concert
407,Event 407,2023-01-17 22:00:00,Park,festival
408,Event 408,2023-01-17 23:00:00,Park,concert
409,Event 409,2023-01-18 00:00:00,Park,festival
410,Event 410,2023-01-18 01:00:00,Theater,sports
411,Event 411,2023-01-18 02:00:00,Theater,festival
412,Event 412,2023-01-18 03:00:00,Park,sports
413,Event 413,2023-01-18 04:00:00,Theater,sports
414,Event 414,2023-01-18 05:00:00,Park,festival
415,Event 415,2023-01-18 06:00:00,Park,concert
416,Event 416,2023-01-18 07:00:00,Theater,sports
417,Event 417,2023-01-18 08:00:00,Park,festival
418,Event 418,2023-01-18 09:00:00,Park,sports
419,Event 419,2023-01-18 10:00:00,Park,festival
420,Event 420,2023-01-18 11:00:00,Stadium,festival
421,Event 421,2023-01-18 12:00:00,Theater,sports
422,Event 422,2023-01-18 13:00:00,Stadium,festival
423,Event 423,2023-01-18 14:00:00,Park,concert
424,Event 424,2023-01-18 15:00:00,Theater,festival
425,Event 425,2023-01-18 16:00:00,Theater,sports
426,Event 426,2023-01-18 17:00:00,Theater,sports
427,Event 427,2023-01-18 18:00:00,Theater,festival
428,Event 428,2023-01-18 19:00:00,Theater,sports
429,Event 429,2023-01-18 20:00:00,Park,concert
430,Event 430,2023-01-18 21:00:00,Theater,concert
431,Event 431,2023-01-18 22:00:00,Stadium,sports
432,Event 432,2023-01-18 23:00:00,Park,sports
433,Event 433,2023-01-19 00:00:00,Park,sports
434,Event 434,2023-01-19 01:00:00,Stadium,sports
435,Event 435,2023-01-19 02:00:00,Theater,festival
436,Event 436,2023-01-19 03:00:00,Park,festival
437,Event 437,2023-01-19 04:00:00,Stadium,festival
438,Event 438,2023-01-19 05:00:00,Park,sports
439,Event 439,2023-01-19 06:00:00,Stadium,festival
440,Event 440,2023-01-19 07:00:00,Theater,festival
441,Event 441,2023-01-19 08:00:00,Stadium,festival
442,Event 442,2023-01-19 09:00:00,Stadium,festival
443,Event 443,2023-01-19 10:00:00,Park,sports
444,Event 444,2023-01-19 11:00:00,Stadium,festival
445,Event 445,2023-01-19 12:00:00,Park,sports
446,Event 446,2023-01-19 13:00:00,Park,festival
447,Event 447,2023-01-19 14:00:00,Park,sports
448,Event 448,2023-01-19 15:00:00,Park,sports
449,Event 449,2023-01-19 16:00:00,Park,sports
450,Event 450,2023-01-19 17:00:00,Stadium,concert
451,Event 451,2023-01-19 18:00:00,Park,sports
452,Event 452,2023-01-19 19:00:00,Park,sports
453,Event 453,2023-01-19 20:00:00,Park,festival
454,Event 454,2023-01-19 21:00:00,Stadium,concert
455,Event 455,2023-01-19 22:00:00,Theater,concert
456,Event 456,2023-01-19 23:00:00,Stadium,sports
457,Event 457,2023-01-20 00:00:00,Theater,sports
458,Event 458,2023-01-20 01:00:00,Park,festival
459,Event 459,2023-01-20 02:00:00,Stadium,concert
460,Event 460,2023-01-20 03:00:00,Theater,festival
461,Event 461,2023-01-20 04:00:00,Stadium,concert
462,Event 462,2023-01-20 05:00:00,Park,concert
463,Event 463,2023-01-20 06:00:00,Stadium,concert
464,Event 464,2023-01-20 07:00:00,Stadium,sports
465,Event 465,2023-01-20 08:00:00,Park,sports
466,Event 466,2023-01-20 09:00:00,Theater,sports
467,Event 467,2023-01-20 10:00:00,Stadium,concert
468,Event 468,2023-01-20 11:00:00,Stadium,sports
469,Event 469,2023-01-20 12:00:00,Theater,festival
470,Event 470,2023-01-20 13:00:00,Theater,concert
471,Event 471,2023-01-20 14:00:00,Theater,sports
472,Event 472,2023-01-20 15:00:00,Theater,sports
473,Event 473,2023-01-20 16:00:00,Theater,festival
474,Event 474,2023-01-20 17:00:00,Theater,festival
475,Event 475,2023-01-20 18:00:00,Park,concert
476,Event 476,2023-01-20 19:00:00,Theater,sports
477,Event 477,2023-01-20 20:00:00,Theater,concert
478,Event 478,2023-01-20 21:00:00,Park,festival
479,Event 479,2023-01-20 22:00:00,Park,sports
480,Event 480,2023-01-20 23:00:00,Theater,festival
481,Event 481,2023-01-21 00:00:00,Theater,concert
482,Event 482,2023-01-21 01:00:00,Theater,concert
483,Event 483,2023-01-21 02:00:00,Park,concert
484,Event 484,2023-01-21 03:00:00,Theater,festival
485,Event 485,2023-01-21 04:00:00,Theater,sports
486,Event 486,2023-01-21 05:00:00,Park,sports
487,Event 487,2023-01-21 06:00:00,Park,sports
488,Event 488,2023-01-21 07:00:00,Park,festival
489,Event 489,2023-01-21 08:00:00,Stadium,festival
490,Event 490,2023-01-21 09:00:00,Theater,concert
491,Event 491,2023-01-21 10:00:00,Theater,concert
492,Event 492,2023-01-21 11:00:00,Park,festival
493,Event 493,2023-01-21 12:00:00,Stadium,concert
494,Event 494,2023-01-21 13:00:00,Stadium,concert
495,Event 495,2023-01-21 14:00:00,Theater,sports
496,Event 496,2023-01-21 15:00:00,Park,festival
497,Event 497,2023-01-21 16:00:00,Park,sports
498,Event 498,2023-01-21 17:00:00,Stadium,sports
499,Event 499,2023-01-21 18:00:00,Theater,festival
500,Event 500,2023-01-21 19:00:00,Park,concert
501,Event 501,2023-01-21 20:00:00,Theater,concert
502,Event 502,2023-01-21 21:00:00,Stadium,festival
503,Event 503,2023-01-21 22:00:00,Theater,festival
504,Event 504,2023-01-21 23:00:00,Theater,festival
505,Event 505,2023-01-22 00:00:00,Park,festival
506,Event 506,2023-01-22 01:00:00,Theater,sports
507,Event 507,2023-01-22 02:00:00,Stadium,concert
508,Event 508,2023-01-22 03:00:00,Park,sports
509,Event 509,2023-01-22 04:00:00,Park,sports
510,Event 510,2023-01-22 05:00:00,Theater,sports
511,Event 511,2023-01-22 06:00:00,Theater,concert
512,Event 512,2023-01-22 07:00:00,Theater,festival
513,Event 513,2023-01-22 08:00:00,Stadium,concert
514,Event 514,2023-01-22 09:00:00,Theater,concert
515,Event 515,2023-01-22 10:00:00,Park,concert
516,Event 516,2023-01-22 11:00:00,Stadium,festival
517,Event 517,2023-01-22 12:00:00,Stadium,concert
518,Event 518,2023-01-22 13:00:00,Park,festival
