business_id,date,revenue_usd,transactions
7436,2023-01-06 02:00:00,4067.9887924765276,7
9382,2023-01-06 03:00:00,2396.890916279581,98
2931,2023-01-06 04:00:00,5991.15672987566,38
6438,2023-01-06 05:00:00,3935.648078516877,97
9107,2023-01-06 06:00:00,910.6038943248014,88
2067,2023-01-06 07:00:00,8493.369039887897,53
8203,2023-01-06 08:00:00,390.02174013691035,80
9015,2023-01-06 09:00:00,996.8468775032131,22
3239,2023-01-06 10:00:00,3765.6549068101185,45
6743,2023-01-06 11:00:00,1286.6167620030471,62
7637,2023-01-06 12:00:00,3067.139737807065,19
1420,2023-01-06 13:00:00,8347.883452986309,81
8280,2023-01-06 14:00:00,2947.463426362526,41
9174,2023-01-06 15:00:00,5281.952286064853,47
9762,2023-01-06 16:00:00,4263.632289598072,48
9537,2023-01-06 17:00:00,6708.31538588849,75
6900,2023-01-06 18:00:00,6518.1145820042175,39
1246,2023-01-06 19:00:00,2832.254989256775,18
6142,2023-01-06 20:00:00,7986.2469981854,95
6167,2023-01-06 21:00:00,4703.37523127181,20
6329,2023-01-06 22:00:00,6277.025314515089,3
4728,2023-01-06 23:00:00,5330.085056467275,17
7319,2023-01-07 00:00:00,917.9189949883614,23
4516,2023-01-07 01:00:00,4551.605983042894,3
6681,2023-01-07 02:00:00,9970.162069529326,82
6339,2023-01-07 03:00:00,678.3887689242686,76
5485,2023-01-07 04:00:00,4348.745753799171,13
5985,2023-01-07 05:00:00,3658.963346117579,93
6003,2023-01-07 06:00:00,8976.445398474147,70
2172,2023-01-07 07:00:00,8661.530699459843,89
3091,2023-01-07 08:00:00,2891.6593063140613,75
5539,2023-01-07 09:00:00,8449.227656116573,83
3985,2023-01-07 10:00:00,8978.808109977523,77
4555,2023-01-07 11:00:00,4909.038608891788,71
2473,2023-01-07 12:00:00,6968.8575057035405,67
5960,2023-01-07 13:00:00,8092.810485636435,30
5704,2023-01-07 14:00:00,5352.432416291887,56
3861,2023-01-07 15:00:00,207.56304925356406,62
9951,2023-01-07 16:00:00,4781.478581882019,1
4823,2023-01-07 17:00:00,3383.6483101543813,15
9868,2023-01-07 18:00:00,7231.795517894033,56
7627,2023-01-07 19:00:00,8100.69561074808,19
5589,2023-01-07 20:00:00,5129.670710312633,23
8284,2023-01-07 21:00:00,4939.718068856052,57
9248,2023-01-07 22:00:00,1751.3298921170988,35
5744,2023-01-07 23:00:00,1306.2678736026546,94
1703,2023-01-08 00:00:00,1877.4962644115296,32
6539,2023-01-08 01:00:00,2523.064362223996,77
9063,2023-01-08 02:00:00,570.279679393285,55
3594,2023-01-08 03:00:00,3227.419113368811,48
4980,2023-01-08 04:00:00,5070.593783236586,96
1424,2023-01-08 05:00:00,146.76186939490987,4
3148,2023-01-08 06:00:00,2708.058139277922,6
7266,2023-01-08 07:00:00,9067.41692546105,31
1754,2023-01-08 08:00:00,7652.292232665763,53
7554,2023-01-08 09:00:00,561.3574030731988,99
6384,2023-01-08 10:00:00,8547.86407178625,46
1546,2023-01-08 11:00:00,4749.226985106137,28
5218,2023-01-08 12:00:00,6723.994957903068,41
8390,2023-01-08 13:00:00,2534.3840678374563,53
6997,2023-01-08 14:00:00,4691.223388612427,35
7381,2023-01-08 15:00:00,6675.305839644376,63
6759,2023-01-08 16:00:00,6055.502671682582,85
8546,2023-01-08 17:00:00,4318.310105679398,6
6437,2023-01-08 18:00:00,9485.921034482237,69
2306,2023-01-08 19:00:00,524.9251293548454,65
8919,2023-01-08 20:00:00,9955.290650987166,83
4691,2023-01-08 21:00:00,4343.428951031761,58
1396,2023-01-08 22:00:00,6456.936204889742,63
2318,2023-01-08 23:00:00,7328.529408393502,4
3675,2023-01-09 00:00:00,9712.089539109102,26
2314,2023-01-09 01:00:00,8311.805234305526,59
7326,2023-01-09 02:00:00,7889.048810998949,26
4630,2023-01-09 03:00:00,6464.667901512467,39
2708,2023-01-09 04:00:00,1025.4865907355997,15
3570,2023-01-09 05:00:00,4294.906554230179,36
6866,2023-01-09 06:00:00,5972.490147870749,22
8382,2023-01-09 07:00:00,3979.7717673125358,7
2723,2023-01-09 08:00:00,761.6432016884497,42
4271,2023-01-09 09:00:00,847.2845341946453,37
3833,2023-01-09 10:00:00,2654.244962709436,88
3617,2023-01-09 11:00:00,7199.982013144887,36
1983,2023-01-09 12:00:00,4930.645011685125,62
3243,2023-01-09 13:00:00,6803.260144391424,73
8988,2023-01-09 14:00:00,2263.2055539381904,80
7565,2023-01-09 15:00:00,4437.600348132834,55
4568,2023-01-09 16:00:00,8154.896491055099,81
6287,2023-01-09 17:00:00,134.50238883233564,20
3320,2023-01-09 18:00:00,5170.231089998264,74
1556,2023-01-09 19:00:00,6252.7464448098945,39
5647,2023-01-09 20:00:00,1915.5864837151303,28
8427,2023-01-09 21:00:00,7771.892979150985,36
1145,2023-01-09 22:00:00,8028.058221465677,49
3792,2023-01-09 23:00:00,2632.6846779286952,83
5161,2023-01-10 00:00:00,9042.852595205428,7
8905,2023-01-10 01:00:00,9896.473695336015,77
7812,2023-01-10 02:00:00,7262.326930202946,53
6495,2023-01-10 03:00:00,6320.576261936798,26
2452,2023-01-10 04:00:00,8660.739958466313,30
2150,2023-01-10 05:00:00,6834.637941962703,20
5770,2023-01-10 06:00:00,321.80775263031643,67
8195,2023-01-10 07:00:00,135.90042741657192,71
3194,2023-01-10 08:00:00,5721.981483940013,24
1297,2023-01-10 09:00:00,7773.257254593864,99
2344,2023-01-10 10:00:00,611.1641685699822,37
2963,2023-01-10 11:00:00,4233.887729715235,54
4244,2023-01-10 12:00:00,5148.31357138233,41
9202,2023-01-10 13:00:00,7639.130777635967,23
3162,2023-01-10 14:00:00,9614.551814475888,15
1445,2023-01-10 15:00:00,6026.0184823532445,25
5652,2023-01-10 16:00:00,5053.811922727168,76
7333,2023-01-10 17:00:00,3556.5235320021766,15
8690,2023-01-10 18:00:00,6504.775316430728,39
4925,2023-01-10 19:00:00,1507.8444468941852,78
5944,2023-01-10 20:00:00,6845.864382616656,80
9480,2023-01-10 21:00:00,7859.261916789835,49
6527,2023-01-10 22:00:00,4319.82314523361,36
1996,2023-01-10 23:00:00,9258.181146957679,39
9644,2023-01-11 00:00:00,5683.565312787254,18
4618,2023-01-11 01:00:00,6441.9122922444385,74
1768,2023-01-11 02:00:00,3475.236336908717,36
7354,2023-01-11 03:00:00,3001.924316899557,94
3302,2023-01-11 04:00:00,212.34930351694848,63
2933,2023-01-11 05:00:00,4784.992627601207,96
3002,2023-01-11 06:00:00,6228.438888323073,89
7995,2023-01-11 07:00:00,180.58749684355428,52
3346,2023-01-11 08:00:00,6539.540632249666,24
7445,2023-01-11 09:00:00,4344.058343620852,9
8325,2023-01-11 10:00:00,7162.077213268999,13
3431,2023-01-11 11:00:00,5128.845547455806,46
4541,2023-01-11 12:00:00,4430.1204713031,1
6416,2023-01-11 13:00:00,6984.089171000788,54
7953,2023-01-11 14:00:00,4838.907446346156,82
1855,2023-01-11 15:00:00,3109.6752903042807,79
8985,2023-01-11 16:00:00,6967.852004434654,77
6860,2023-01-11 17:00:00,939.0611005272118,31
8353,2023-01-11 18:00:00,5191.96773508175,66
1198,2023-01-11 19:00:00,758.6833988010337,98
8845,2023-01-11 20:00:00,5110.795873491343,20
4983,2023-01-11 21:00:00,8619.78097042189,86
6437,2023-01-11 22:00:00,4645.700316678898,63
2608,2023-01-11 23:00:00,9182.333445852059,85
8776,2023-01-12 00:00:00,3013.3728414472666,52
1673,2023-01-12 01:00:00,2618.8679169135403,60
1213,2023-01-12 02:00:00,1937.0765397655045,32
1696,2023-01-12 03:00:00,3806.2531989675904,65
5506,2023-01-12 04:00:00,7834.097632082493,67
1524,2023-01-12 05:00:00,5802.511365691562,4
3823,2023-01-12 06:00:00,9941.69737730198,76
6254,2023-01-12 07:00:00,8237.687361685483,72
2763,2023-01-12 08:00:00,2892.209271402381,26
7406,2023-01-12 09:00:00,7649.006239960393,98
6310,2023-01-12 10:00:00,1931.0422621254313,54
9251,2023-01-12 11:00:00,6711.328018856259,38
4104,2023-01-12 12:00:00,2228.880778121323,15
3986,2023-01-12 13:00:00,8545.425293340668,52
9699,2023-01-12 14:00:00,3140.268087686367,94
5789,2023-01-12 15:00:00,2146.8927131198084,85
9921,2023-01-12 16:00:00,2333.809077389926,27
2526,2023-01-12 17:00:00,7415.938326856435,61
1782,2023-01-12 18:00:00,7878.4704672560165,63
4507,2023-01-12 19:00:00,9902.625626841058,65
9377,2023-01-12 20:00:00,1141.0199039162646,26
3190,2023-01-12 21:00:00,182.84476601839438,27
7050,2023-01-12 22:00:00,6085.154453902259,77
9034,2023-01-12 23:00:00,7883.561987432766,53
3101,2023-01-13 00:00:00,4420.159893194322,88
7102,2023-01-13 01:00:00,3927.520133295367,90
1575,2023-01-13 02:00:00,146.33750996324224,89
6269,2023-01-13 03:00:00,3290.1092776805704,30
2424,2023-01-13 04:00:00,6353.26999427639,80
6366,2023-01-13 05:00:00,8083.180933447809,76
1947,2023-01-13 06:00:00,3421.8264240639987,59
7634,2023-01-13 07:00:00,5378.069261295268,84
5997,2023-01-13 08:00:00,4608.349841921727,30
4161,2023-01-13 09:00:00,5313.2444848079285,50
4450,2023-01-13 10:00:00,5383.226632384106,69
6400,2023-01-13 11:00:00,2885.4617744124225,3
6290,2023-01-13 12:00:00,5383.959726010546,33
3943,2023-01-13 13:00:00,3312.412520415302,25
5988,2023-01-13 14:00:00,912.6705867740568,98
1352,2023-01-13 15:00:00,4754.7579376004,45
3400,2023-01-13 16:00:00,773.2070033007167,35
2540,2023-01-13 17:00:00,3364.363918735441,36
7785,2023-01-13 18:00:00,9057.019223075251,11
4153,2023-01-13 19:00:00,3248.4219320480097,46
6773,2023-01-13 20:00:00,4996.421837632971,70
7909,2023-01-13 21:00:00,158.93844083660505,73
1074,2023-01-13 22:00:00,8211.354756071658,98
6746,2023-01-13 23:00:00,9500.737575845182,86
8379,2023-01-14 00:00:00,3583.7514861882705,94
8523,2023-01-14 01:00:00,3776.576661260206,62
6724,2023-01-14 02:00:00,3014.041796329298,18
9661,2023-01-14 03:00:00,8983.200264319055,20
7163,2023-01-14 04:00:00,6299.842970610228,22
5229,2023-01-14 05:00:00,7315.504234664876,25
7564,2023-01-14 06:00:00,2133.585137224432,9
6209,2023-01-14 07:00:00,5044.683880609292,63
7751,2023-01-14 08:00:00,4179.23009411557,66
7076,2023-01-14 09:00:00,7101.1886658644635,39
7361,2023-01-14 10:00:00,8380.285656380265,52
1705,2023-01-14 11:00:00,650.1053805563124,52
4324,2023-01-14 12:00:00,9697.056280384508,19
3269,2023-01-14 13:00:00,6901.218524251708,59
7592,2023-01-14 14:00:00,5484.861022306755,42
3443,2023-01-14 15:00:00,8883.562978573866,40
2624,2023-01-14 16:00:00,1846.9513560186292,24
8210,2023-01-14 17:00:00,7672.799133512665,1
5372,2023-01-14 18:00:00,8231.437494773141,14
2145,2023-01-14 19:00:00,646.2642713999281,60
5826,2023-01-14 20:00:00,7289.409554682934,60
7555,2023-01-14 21:00:00,710.7745938456183,74
4896,2023-01-14 22:00:00,8037.392914322151,84
5022,2023-01-14 23:00:00,9077.656371000168,28
8273,2023-01-15 00:00:00,7089.582636892653,82
8474,2023-01-15 01:00:00,115.47915921542354,99
8383,2023-01-15 02:00:00,6619.764834588775,84
3175,2023-01-15 03:00:00,2469.18148417276,77
1880,2023-01-15 04:00:00,6593.461438434187,34
9039,2023-01-15 05:00:00,8401.976798831764,61
3070,2023-01-15 06:00:00,2945.394099981261,22
5288,2023-01-15 07:00:00,5954.9140059908095,72
2526,2023-01-15 08:00:00,4797.903491418732,87
4592,2023-01-15 09:00:00,2538.6507770837957,13
1080,2023-01-15 10:00:00,3028.832162859416,62
9684,2023-01-15 11:00:00,9104.717644241773,89
4697,2023-01-15 12:00:00,3485.092243022469,21
3599,2023-01-15 13:00:00,1364.7413888765898,99
8496,2023-01-15 14:00:00,9803.011704194429,42
1461,2023-01-15 15:00:00,7344.025282705341,5
9708,2023-01-15 16:00:00,3366.76489398347,48
3545,2023-01-15 17:00:00,8062.72007386294,93
8127,2023-01-15 18:00:00,2758.6885486238334,44
4387,2023-01-15 19:00:00,8895.877616438875,33
6974,2023-01-15 20:00:00,553.5317382642475,57
9877,2023-01-15 21:00:00,2071.0516546703075,62
3153,2023-01-15 22:00:00,3855.4556514228884,34
1429,2023-01-15 23:00:00,4776.086254077126,9
7523,2023-01-16 00:00:00,8940.186343151405,6
5795,2023-01-16 01:00:00,1955.469645628366,19
1104,2023-01-16 02:00:00,455.7333210502814,45
4591,2023-01-16 03:00:00,7552.1396220085235,61
4803,2023-01-16 04:00:00,1611.6897091599717,48
2075,2023-01-16 05:00:00,5093.286295474984,68
5342,2023-01-16 06:00:00,1726.1932098396317,11
6529,2023-01-16 07:00:00,8309.063013664314,56
7537,2023-01-16 08:00:00,9147.76390981908,18
7333,2023-01-16 09:00:00,3622.1046881686502,11
5642,2023-01-16 10:00:00,8620.657687033141,9
3352,2023-01-16 11:00:00,3719.781570337801,32
5005,2023-01-16 12:00:00,7842.630590169417,38
9715,2023-01-16 13:00:00,5594.461835333334,50
9166,2023-01-16 14:00:00,421.7389639987531,89
2484,2023-01-16 15:00:00,2872.3437895837287,48
3328,2023-01-16 16:00:00,759.8422892750895,76
3809,2023-01-16 17:00:00,5117.541344501088,74
8572,2023-01-16 18:00:00,2903.809230738108,19
9380,2023-01-16 19:00:00,7167.761951510842,57
1359,2023-01-16 20:00:00,258.56267028784913,54
4993,2023-01-16 21:00:00,5163.861478561738,58
9830,2023-01-16 22:00:00,246.73397836888716,28
9711,2023-01-16 23:00:00,1699.0586202732914,89
5796,2023-01-17 00:00:00,8289.9053023608,10
1400,2023-01-17 01:00:00,7260.462976037173,6
2335,2023-01-17 02:00:00,304.3803556635418,12
8076,2023-01-17 03:00:00,5134.518894901723,56
6929,2023-01-17 04:00:00,6011.146323023005,35
6142,2023-01-17 05:00:00,5898.365214453895,94
4087,2023-01-17 06:00:00,360.91180941210416,30
5224,2023-01-17 07:00:00,9371.089129378619,75
9820,2023-01-17 08:00:00,6729.097757445766,38
1365,2023-01-17 09:00:00,8454.070483187365,41
6519,2023-01-17 10:00:00,9979.96065825758,52
5053,2023-01-17 11:00:00,6423.645423214923,81
3860,2023-01-17 12:00:00,2839.4300467149787,53
3708,2023-01-17 13:00:00,4389.421508521097,98
6692,2023-01-17 14:00:00,4058.5881800344014,56
1842,2023-01-17 15:00:00,4191.389632760103,97
2586,2023-01-17 16:00:00,7165.820242642322,49
4042,2023-01-17 17:00:00,7434.692880219924,52
6050,2023-01-17 18:00:00,8671.708299470783,93
8681,2023-01-17 19:00:00,7196.7371362421445,36
6446,2023-01-17 20:00:00,5491.600813850935,23
1445,2023-01-17 21:00:00,8704.381292754591,59
5138,2023-01-17 22:00:00,6252.620625459153,7
1327,2023-01-17 23:00:00,7569.327196877523,42
6916,2023-01-18 00:00:00,1915.2667152378172,57
7822,2023-01-18 01:00:00,7776.131756291123,84
5449,2023-01-18 02:00:00,2256.8929965451193,17
9145,2023-01-18 03:00:00,1024.605952875425,31
5253,2023-01-18 04:00:00,9778.140953057831,76
9357,2023-01-18 05:00:00,9116.198265177452,99
2598,2023-01-18 06:00:00,2991.0136329563024,28
9362,2023-01-18 07:00:00,2104.47322802093,20
4239,2023-01-18 08:00:00,552.0590466388066,79
3445,2023-01-18 09:00:00,6220.591317977872,5
4649,2023-01-18 10:00:00,6762.1563850556595,37
8578,2023-01-18 11:00:00,9499.604938229362,80
5938,2023-01-18 12:00:00,1891.8229769103991,19
6064,2023-01-18 13:00:00,2060.004302274271,38
9986,2023-01-18 14:00:00,1859.329958248394,26
9638,2023-01-18 15:00:00,133.16395014564839,58
2925,2023-01-18 16:00:00,9781.945752281286,63
7062,2023-01-18 17:00:00,2447.0593147575296,7
4721,2023-01-18 18:00:00,8618.318660605728,83
4494,2023-01-18 19:00:00,2916.675948593751,19
1836,2023-01-18 20:00:00,4040.379637285075,71
1164,2023-01-18 21:00:00,1425.1191163972583,37
9178,2023-01-18 22:00:00,985.4706770282078,82
7838,2023-01-18 23:00:00,3146.492713616662,38
8640,2023-01-19 00:00:00,305.46215032955433,47
8071,2023-01-19 01:00:00,5586.79365005775,97
5892,2023-01-19 02:00:00,575.6513113352527,29
6976,2023-01-19 03:00:00,1707.9781734228757,77
7118,2023-01-19 04:00:00,4614.972019937863,40
2799,2023-01-19 05:00:00,3274.5023390980105,49
9937,2023-01-19 06:00:00,5957.678434409519,78
6581,2023-01-19 07:00:00,7385.737924124158,77
7115,2023-01-19 08:00:00,2996.0220566278313,99
4327,2023-01-19 09:00:00,6597.372560702519,6
9048,2023-01-19 10:00:00,3079.2419668434422,66
5534,2023-01-19 11:00:00,9265.469749828499,27
9453,2023-01-19 12:00:00,1963.287122112722,11
1024,2023-01-19 13:00:00,130.7347671691464,5
5731,2023-01-19 14:00:00,9934.109623338378,54
7466,2023-01-19 15:00:00,9197.66869604492,36
3590,2023-01-19 16:00:00,9627.068963646887,19
4846,2023-01-19 17:00:00,1273.1808635024195,60
1141,2023-01-19 18:00:00,7423.964154303743,30
6295,2023-01-19 19:00:00,4860.168198899292,57
2752,2023-01-19 20:00:00,7135.884641601451,67
3629,2023-01-19 21:00:00,6549.172507826278,6
9045,2023-01-19 22:00:00,668.664825487701,59
1414,2023-01-19 23:00:00,296.43424884142814,46
7471,2023-01-20 00:00:00,6900.428243139438,44
4518,2023-01-20 01:00:00,6492.781898266864,6
6834,2023-01-20 02:00:00,5269.219216679143,54
3768,2023-01-20 03:00:00,396.26031842753554,64
5952,2023-01-20 04:00:00,9360.00212374151,16
4886,2023-01-20 05:00:00,6924.230203445033,74
5562,2023-01-20 06:00:00,286.4651726955169,66
4650,2023-01-20 07:00:00,9871.815170765141,59
7504,2023-01-20 08:00:00,4690.278693291395,9
4000,2023-01-20 09:00:00,3605.49116728209,15
9320,2023-01-20 10:00:00,2421.8621180690616,96
1639,2023-01-20 11:00:00,7298.099649716457,81
5942,2023-01-20 12:00:00,1680.3687503836688,63
2402,2023-01-20 13:00:00,9668.65383273892,6
9856,2023-01-20 14:00:00,4588.5498491418775,57
9559,2023-01-20 15:00:00,7292.3343795056235,39
6457,2023-01-20 16:00:00,895.7595467689455,24
8401,2023-01-20 17:00:00,3600.7243306919536,49
5323,2023-01-20 18:00:00,7427.362868694917,59
9059,2023-01-20 19:00:00,9934.705669138411,54
8849,2023-01-20 20:00:00,4348.786232948238,68
5783,2023-01-20 21:00:00,7202.344613300726,41
1710,2023-01-20 22:00:00,3051.9138540077215,99
2666,2023-01-20 23:00:00,8998.016528147606,99
2793,2023-01-21 00:00:00,9549.432011522966,44
3675,2023-01-21 01:00:00,5469.835354725486,29
9004,2023-01-21 02:00:00,7645.097524110897,68
6113,2023-01-21 03:00:00,7760.784876088526,70
7488,2023-01-21 04:00:00,7444.996947739497,34
9655,2023-01-21 05:00:00,9661.382581245489,58
3516,2023-01-21 06:00:00,9112.627565218603,44
4052,2023-01-21 07:00:00,5096.6126513198615,55
6803,2023-01-21 08:00:00,5633.37468164916,6
6156,2023-01-21 09:00:00,1098.6973153506528,90
4467,2023-01-21 10:00:00,7993.5352910751035,98
2883,2023-01-21 11:00:00,5388.813606184059,41
6484,2023-01-21 12:00:00,3888.682891197688,87
9509,2023-01-21 13:00:00,3670.8785151071957,46
2405,2023-01-21 14:00:00,7734.33230529773,26
8503,2023-01-21 15:00:00,7432.749372108902,15
9808,2023-01-21 16:00:00,4633.232941341819,39
5576,2023-01-21 17:00:00,8196.562474280701,26
6666,2023-01-21 18:00:00,1168.3872595754106,87
6686,2023-01-21 19:00:00,2956.108037454976,97
1717,2023-01-21 20:00:00,4970.093055526882,50
7613,2023-01-21 21:00:00,5154.2672506358285,22
3998,2023-01-21 22:00:00,8181.008890580988,94
9589,2023-01-21 23:00:00,4733.793602055562,65
7765,2023-01-22 00:00:00,8918.56250360489,74
4061,2023-01-22 01:00:00,7590.458586341981,80
1177,2023-01-22 02:00:00,7739.636333367461,54
1101,2023-01-22 03:00:00,6108.488179636225,18
9197,2023-01-22 04:00:00,9007.02843007232,6
8793,2023-01-22 05:00:00,2247.2670541129537,94
8833,2023-01-22 06:00:00,819.9966782852626,5
2625,2023-01-22 07:00:00,5561.740916214584,26
1365,2023-01-22 08:00:00,9923.545945357726,18
4232,2023-01-22 09:00:00,6941.597162830602,14
9330,2023-01-22 10:00:00,5041.311924638944,76
7858,2023-01-22 11:00:00,6529.540025184434,85
5634,2023-01-22 12:00:00,4264.969639002594,68
4398,2023-01-22 13:00:00,4032.2340873105936,1
6659,2023-01-22 14:00:00,7321.2790418863415,87
7978,2023-01-22 15:00:00,9130.876090773658,11
4482,2023-01-22 16:00:00,8157.290502903116,97
9807,2023-01-22 17:00:00,3650.2080696410503,38
8085,2023-01-22 18:00:00,822.1844509920445,40
7643,2023-01-22 19:00:00,1004.5330821976538,87
7492,2023-01-22 20:00:00,7920.300538887309,85
2310,2023-01-22 21:00:00,5838.804414564604,75
8647,2023-01-22 22:00:00,5747.266402379008,4
6650,2023-01-22 23:00:00,6825.579751398088,59
5860,2023-01-23 00:00:00,8950.165884663265,47
3091,2023-01-23 01:00:00,4679.6110260508585,10
4668,2023-01-23 02:00:00,7383.769422327653,58
3949,2023-01-23 03:00:00,1164.2642038806543,20
